accession,species_key,source_protein_id,prepared_protein_id,gene_id,gene_name,feature_id,mapping_status
GCF_003697165.2,GCF_003697165.2,WP_000737290.1,GCF_003697165.2__WP_000737290.1,EAS44_RS11075,ompC,gene-EAS44_RS11075,mapped
GCF_003697165.2,GCF_003697165.2,WP_000737619.1,GCF_003697165.2__WP_000737619.1,EAS44_RS08770,hisJ,gene-EAS44_RS08770,mapped
GCF_003697165.2,GCF_003697165.2,WP_000738422.1,GCF_003697165.2__WP_000738422.1,EAS44_RS00125,iss,gene-EAS44_RS00125,mapped
GCF_003697165.2,GCF_003697165.2,WP_000738577.1,GCF_003697165.2__WP_000738577.1,EAS44_RS03105,EAS44_RS03105,gene-EAS44_RS03105,mapped
GCF_003697165.2,GCF_003697165.2,WP_000738733.1,GCF_003697165.2__WP_000738733.1,EAS44_RS20615,EAS44_RS20615,gene-EAS44_RS20615,mapped
GCF_003697165.2,GCF_003697165.2,WP_000739809.1,GCF_003697165.2__WP_000739809.1,EAS44_RS19165,ykgR,gene-EAS44_RS19165,mapped
GCF_003697165.2,GCF_003697165.2,WP_000739816.1,GCF_003697165.2__WP_000739816.1,EAS44_RS10660,EAS44_RS10660,gene-EAS44_RS10660,mapped
GCF_003697165.2,GCF_003697165.2,WP_000740082.1,GCF_003697165.2__WP_000740082.1,EAS44_RS10875,msrP,gene-EAS44_RS10875,mapped
GCF_003697165.2,GCF_003697165.2,WP_000741335.1,GCF_003697165.2__WP_000741335.1,EAS44_RS15275,EAS44_RS15275,gene-EAS44_RS15275,mapped
GCF_003697165.2,GCF_003697165.2,WP_000741500.1,GCF_003697165.2__WP_000741500.1,EAS44_RS01385,yiaY,gene-EAS44_RS01385,mapped
GCF_003697165.2,GCF_003697165.2,WP_000741620.1,GCF_003697165.2__WP_000741620.1,EAS44_RS24925,pstC,gene-EAS44_RS24925,mapped
GCF_003697165.2,GCF_003697165.2,WP_000741812.1,GCF_003697165.2__WP_000741812.1,EAS44_RS05640,lysR,gene-EAS44_RS05640,mapped
GCF_003697165.2,GCF_003697165.2,WP_000742109.1,GCF_003697165.2__WP_000742109.1,EAS44_RS18590,thiL,gene-EAS44_RS18590,mapped
GCF_003697165.2,GCF_003697165.2,WP_000742141.1,GCF_003697165.2__WP_000742141.1,EAS44_RS02530,dam,gene-EAS44_RS02530,mapped
GCF_003697165.2,GCF_003697165.2,WP_000743193.1,GCF_003697165.2__WP_000743193.1,EAS44_RS02080,rsmD,gene-EAS44_RS02080,mapped
GCF_003697165.2,GCF_003697165.2,WP_000744766.1,GCF_003697165.2__WP_000744766.1,EAS44_RS03005,rsmB,gene-EAS44_RS03005,mapped
GCF_003697165.2,GCF_003697165.2,WP_000745192.1,GCF_003697165.2__WP_000745192.1,EAS44_RS05120,yggM,gene-EAS44_RS05120,mapped
GCF_003697165.2,GCF_003697165.2,WP_000745718.1,GCF_003697165.2__WP_000745718.1,EAS44_RS23235,yjbH,gene-EAS44_RS23235,mapped
GCF_003697165.2,GCF_003697165.2,WP_000746009.1,GCF_003697165.2__WP_000746009.1,EAS44_RS22410,grpK,gene-EAS44_RS22410,mapped
GCF_003697165.2,GCF_003697165.2,WP_000746214.1,GCF_003697165.2__WP_000746214.1,EAS44_RS21015,EAS44_RS21015,gene-EAS44_RS21015,mapped
GCF_003697165.2,GCF_003697165.2,WP_000746477.1,GCF_003697165.2__WP_000746477.1,EAS44_RS16495,macA,gene-EAS44_RS16495,mapped
GCF_003697165.2,GCF_003697165.2,WP_000747631.1,GCF_003697165.2__WP_000747631.1,EAS44_RS01560,yiaD,gene-EAS44_RS01560,mapped
GCF_003697165.2,GCF_003697165.2,WP_000747951.1,GCF_003697165.2__WP_000747951.1,EAS44_RS14320,EAS44_RS14320,gene-EAS44_RS14320,mapped
GCF_003697165.2,GCF_003697165.2,WP_000748268.1,GCF_003697165.2__WP_000748268.1,EAS44_RS08765,argT,gene-EAS44_RS08765,mapped
GCF_003697165.2,GCF_003697165.2,WP_000748504.1,GCF_003697165.2__WP_000748504.1,EAS44_RS25000,yidZ,gene-EAS44_RS25000,mapped
GCF_003697165.2,GCF_003697165.2,WP_000749261.1,GCF_003697165.2__WP_000749261.1,EAS44_RS15680,yceI,gene-EAS44_RS15680,mapped
GCF_003697165.2,GCF_003697165.2,WP_000749902.1,GCF_003697165.2__WP_000749902.1,EAS44_RS19280,phoE,gene-EAS44_RS19280,mapped
GCF_003697165.2,GCF_003697165.2,WP_000749934.1,GCF_003697165.2__WP_000749934.1,EAS44_RS23960,EAS44_RS23960,gene-EAS44_RS23960,mapped
GCF_003697165.2,GCF_003697165.2,WP_000750346.1,GCF_003697165.2__WP_000750346.1,EAS44_RS18955,EAS44_RS18955,gene-EAS44_RS18955,mapped
GCF_003697165.2,GCF_003697165.2,WP_000750398.1,GCF_003697165.2__WP_000750398.1,EAS44_RS05940,ygdI,gene-EAS44_RS05940,mapped
GCF_003697165.2,GCF_003697165.2,WP_000751617.1,GCF_003697165.2__WP_000751617.1,EAS44_RS24485,EAS44_RS24485,gene-EAS44_RS24485,mapped
GCF_003697165.2,GCF_003697165.2,WP_000753589.1,GCF_003697165.2__WP_000753589.1,EAS44_RS23970,fdhD,gene-EAS44_RS23970,mapped
GCF_003697165.2,GCF_003697165.2,WP_000753709.1,GCF_003697165.2__WP_000753709.1,EAS44_RS07900,eutR,gene-EAS44_RS07900,mapped
GCF_003697165.2,GCF_003697165.2,WP_000753936.1,GCF_003697165.2__WP_000753936.1,EAS44_RS19780,degP,gene-EAS44_RS19780,mapped
GCF_003697165.2,GCF_003697165.2,WP_000754737.1,GCF_003697165.2__WP_000754737.1,EAS44_RS10435,yeeZ,gene-EAS44_RS10435,mapped
GCF_003697165.2,GCF_003697165.2,WP_000755178.1,GCF_003697165.2__WP_000755178.1,EAS44_RS07650,yfgI,gene-EAS44_RS07650,mapped
GCF_003697165.2,GCF_003697165.2,WP_000756548.1,GCF_003697165.2__WP_000756548.1,EAS44_RS01805,hdeA,gene-EAS44_RS01805,mapped
GCF_003697165.2,GCF_003697165.2,WP_000756575.1,GCF_003697165.2__WP_000756575.1,EAS44_RS16575,artI,gene-EAS44_RS16575,mapped
GCF_003697165.2,GCF_003697165.2,WP_000756838.1,GCF_003697165.2__WP_000756838.1,EAS44_RS15475,yceG,gene-EAS44_RS15475,mapped
GCF_003697165.2,GCF_003697165.2,WP_000757333.1,GCF_003697165.2__WP_000757333.1,EAS44_RS23250,yjbE,gene-EAS44_RS23250,mapped
GCF_003697165.2,GCF_003697165.2,WP_000758066.1,GCF_003697165.2__WP_000758066.1,EAS44_RS09245,mqo,gene-EAS44_RS09245,mapped
GCF_003697165.2,GCF_003697165.2,WP_000758422.1,GCF_003697165.2__WP_000758422.1,EAS44_RS11715,fadD,gene-EAS44_RS11715,mapped
GCF_003697165.2,GCF_003697165.2,WP_000758655.1,GCF_003697165.2__WP_000758655.1,EAS44_RS05670,ygdR,gene-EAS44_RS05670,mapped
GCF_003697165.2,GCF_003697165.2,WP_000758687.1,GCF_003697165.2__WP_000758687.1,EAS44_RS05010,papG-II,gene-EAS44_RS05010,mapped
GCF_003697165.2,GCF_003697165.2,WP_000758731.1,GCF_003697165.2__WP_000758731.1,EAS44_RS23880,sbp,gene-EAS44_RS23880,mapped
GCF_003697165.2,GCF_003697165.2,WP_000758906.1,GCF_003697165.2__WP_000758906.1,EAS44_RS05215,EAS44_RS05215,gene-EAS44_RS05215,mapped
GCF_003697165.2,GCF_003697165.2,WP_000758956.1,GCF_003697165.2__WP_000758956.1,EAS44_RS19705,skp,gene-EAS44_RS19705,mapped
GCF_003697165.2,GCF_003697165.2,WP_000759110.1,GCF_003697165.2__WP_000759110.1,EAS44_RS16135,pqiC,gene-EAS44_RS16135,mapped
GCF_003697165.2,GCF_003697165.2,WP_000759163.1,GCF_003697165.2__WP_000759163.1,EAS44_RS00505,EAS44_RS00505,gene-EAS44_RS00505,mapped
GCF_003697165.2,GCF_003697165.2,WP_000759310.1,GCF_003697165.2__WP_000759310.1,EAS44_RS15345,potD,gene-EAS44_RS15345,mapped
GCF_003697165.2,GCF_003697165.2,WP_000760323.1,GCF_003697165.2__WP_000760323.1,EAS44_RS05085,mltC,gene-EAS44_RS05085,mapped
GCF_003697165.2,GCF_003697165.2,WP_000760643.1,GCF_003697165.2__WP_000760643.1,EAS44_RS13365,ydcR,gene-EAS44_RS13365,mapped
GCF_003697165.2,GCF_003697165.2,WP_000761714.1,GCF_003697165.2__WP_000761714.1,EAS44_RS04770,EAS44_RS04770,gene-EAS44_RS04770,mapped
GCF_003697165.2,GCF_003697165.2,WP_000762196.1,GCF_003697165.2__WP_000762196.1,EAS44_RS07850,eutN,gene-EAS44_RS07850,mapped
GCF_003697165.2,GCF_003697165.2,WP_000762229.1,GCF_003697165.2__WP_000762229.1,EAS44_RS13535,ldhA,gene-EAS44_RS13535,mapped
GCF_003697165.2,GCF_003697165.2,WP_000762401.1,GCF_003697165.2__WP_000762401.1,EAS44_RS20210,cra,gene-EAS44_RS20210,mapped
GCF_003697165.2,GCF_003697165.2,WP_000762880.1,GCF_003697165.2__WP_000762880.1,EAS44_RS14260,EAS44_RS14260,gene-EAS44_RS14260,mapped
GCF_003697165.2,GCF_003697165.2,WP_000763151.1,GCF_003697165.2__WP_000763151.1,EAS44_RS18780,yaiY,gene-EAS44_RS18780,mapped
GCF_003697165.2,GCF_003697165.2,WP_000763374.1,GCF_003697165.2__WP_000763374.1,EAS44_RS15255,EAS44_RS15255,gene-EAS44_RS15255,mapped
GCF_003697165.2,GCF_003697165.2,WP_000763524.1,GCF_003697165.2__WP_000763524.1,EAS44_RS14015,trpD,gene-EAS44_RS14015,mapped
GCF_003697165.2,GCF_003697165.2,WP_000763758.1,GCF_003697165.2__WP_000763758.1,EAS44_RS24845,mioC,gene-EAS44_RS24845,mapped
GCF_003697165.2,GCF_003697165.2,WP_000763860.1,GCF_003697165.2__WP_000763860.1,EAS44_RS11325,cheY,gene-EAS44_RS11325,mapped
GCF_003697165.2,GCF_003697165.2,WP_000763935.1,GCF_003697165.2__WP_000763935.1,EAS44_RS04410,metC,gene-EAS44_RS04410,mapped
GCF_003697165.2,GCF_003697165.2,WP_000764750.1,GCF_003697165.2__WP_000764750.1,EAS44_RS03555,folP,gene-EAS44_RS03555,mapped
GCF_003697165.2,GCF_003697165.2,WP_000765604.1,GCF_003697165.2__WP_000765604.1,EAS44_RS08030,yfeH,gene-EAS44_RS08030,mapped
GCF_003697165.2,GCF_003697165.2,WP_000765765.1,GCF_003697165.2__WP_000765765.1,EAS44_RS12570,gstA,gene-EAS44_RS12570,mapped
GCF_003697165.2,GCF_003697165.2,WP_000765828.1,GCF_003697165.2__WP_000765828.1,EAS44_RS18125,glxR,gene-EAS44_RS18125,mapped
GCF_003697165.2,GCF_003697165.2,WP_000766137.1,GCF_003697165.2__WP_000766137.1,EAS44_RS11805,dgcJ,gene-EAS44_RS11805,mapped
GCF_003697165.2,GCF_003697165.2,WP_000766886.1,GCF_003697165.2__WP_000766886.1,EAS44_RS24970,yieK,gene-EAS44_RS24970,mapped
GCF_003697165.2,GCF_003697165.2,WP_000767113.1,GCF_003697165.2__WP_000767113.1,EAS44_RS06835,EAS44_RS06835,gene-EAS44_RS06835,mapped
GCF_003697165.2,GCF_003697165.2,WP_000767329.1,GCF_003697165.2__WP_000767329.1,EAS44_RS20525,ribF,gene-EAS44_RS20525,mapped
GCF_003697165.2,GCF_003697165.2,WP_000767411.1,GCF_003697165.2__WP_000767411.1,EAS44_RS17025,ybhB,gene-EAS44_RS17025,mapped
GCF_003697165.2,GCF_003697165.2,WP_000767679.1,GCF_003697165.2__WP_000767679.1,EAS44_RS03990,ygjJ,gene-EAS44_RS03990,mapped
GCF_003697165.2,GCF_003697165.2,WP_000767826.1,GCF_003697165.2__WP_000767826.1,EAS44_RS10430,yoeB,gene-EAS44_RS10430,mapped
GCF_003697165.2,GCF_003697165.2,WP_000769322.1,GCF_003697165.2__WP_000769322.1,EAS44_RS12730,ydgH,gene-EAS44_RS12730,mapped
GCF_003697165.2,GCF_003697165.2,WP_000769952.1,GCF_003697165.2__WP_000769952.1,EAS44_RS07880,eutB,gene-EAS44_RS07880,mapped
GCF_003697165.2,GCF_003697165.2,WP_000770767.1,GCF_003697165.2__WP_000770767.1,EAS44_RS10295,wcaK,gene-EAS44_RS10295,mapped
GCF_003697165.2,GCF_003697165.2,WP_000770953.1,GCF_003697165.2__WP_000770953.1,EAS44_RS17970,cusR,gene-EAS44_RS17970,mapped
GCF_003697165.2,GCF_003697165.2,WP_000771396.1,GCF_003697165.2__WP_000771396.1,EAS44_RS12120,ydiY,gene-EAS44_RS12120,mapped
GCF_003697165.2,GCF_003697165.2,WP_000771435.1,GCF_003697165.2__WP_000771435.1,EAS44_RS15745,csgA,gene-EAS44_RS15745,mapped
GCF_003697165.2,GCF_003697165.2,WP_000771475.1,GCF_003697165.2__WP_000771475.1,EAS44_RS00025,EAS44_RS00025,gene-EAS44_RS00025,mapped
GCF_003697165.2,GCF_003697165.2,WP_000771762.1,GCF_003697165.2__WP_000771762.1,EAS44_RS18275,ushA,gene-EAS44_RS18275,mapped
GCF_003697165.2,GCF_003697165.2,WP_000772716.1,GCF_003697165.2__WP_000772716.1,EAS44_RS07665,pdeF,gene-EAS44_RS07665,mapped
GCF_003697165.2,GCF_003697165.2,WP_000772886.1,GCF_003697165.2__WP_000772886.1,EAS44_RS06715,gabD,gene-EAS44_RS06715,mapped
GCF_003697165.2,GCF_003697165.2,WP_000773166.1,GCF_003697165.2__WP_000773166.1,EAS44_RS02755,chiA,gene-EAS44_RS02755,mapped
GCF_003697165.2,GCF_003697165.2,WP_000773263.1,GCF_003697165.2__WP_000773263.1,EAS44_RS17410,ybfF,gene-EAS44_RS17410,mapped
GCF_003697165.2,GCF_003697165.2,WP_000774735.1,GCF_003697165.2__WP_000774735.1,EAS44_RS24590,thrP,gene-EAS44_RS24590,mapped
GCF_003697165.2,GCF_003697165.2,WP_000774980.1,GCF_003697165.2__WP_000774980.1,EAS44_RS06610,proW,gene-EAS44_RS06610,mapped
GCF_003697165.2,GCF_003697165.2,WP_000775540.1,GCF_003697165.2__WP_000775540.1,EAS44_RS17270,sdhA,gene-EAS44_RS17270,mapped
GCF_003697165.2,GCF_003697165.2,WP_000775761.1,GCF_003697165.2__WP_000775761.1,EAS44_RS13730,pgmB,gene-EAS44_RS13730,mapped
GCF_003697165.2,GCF_003697165.2,WP_000775938.1,GCF_003697165.2__WP_000775938.1,EAS44_RS05750,recD,gene-EAS44_RS05750,mapped
GCF_003697165.2,GCF_003697165.2,WP_000776104.1,GCF_003697165.2__WP_000776104.1,EAS44_RS17650,rlmH,gene-EAS44_RS17650,mapped
GCF_003697165.2,GCF_003697165.2,WP_000776191.1,GCF_003697165.2__WP_000776191.1,EAS44_RS17655,mrdA,gene-EAS44_RS17655,mapped
GCF_003697165.2,GCF_003697165.2,WP_000776253.1,GCF_003697165.2__WP_000776253.1,EAS44_RS13955,cysB,gene-EAS44_RS13955,mapped
GCF_003697165.2,GCF_003697165.2,WP_000776372.1,GCF_003697165.2__WP_000776372.1,EAS44_RS18145,allA,gene-EAS44_RS18145,mapped
GCF_003697165.2,GCF_003697165.2,WP_000776505.1,GCF_003697165.2__WP_000776505.1,EAS44_RS21890,ulaC,gene-EAS44_RS21890,mapped
GCF_003697165.2,GCF_003697165.2,WP_000776774.1,GCF_003697165.2__WP_000776774.1,EAS44_RS08590,mlaA,gene-EAS44_RS08590,mapped
GCF_003697165.2,GCF_003697165.2,WP_000776928.1,GCF_003697165.2__WP_000776928.1,EAS44_RS01420,yiaO,gene-EAS44_RS01420,mapped
GCF_003697165.2,GCF_003697165.2,WP_000777693.1,GCF_003697165.2__WP_000777693.1,EAS44_RS00415,trbC,gene-EAS44_RS00415,mapped
GCF_003697165.2,GCF_003697165.2,WP_000777929.1,GCF_003697165.2__WP_000777929.1,EAS44_RS06625,nrdF,gene-EAS44_RS06625,mapped
GCF_003697165.2,GCF_003697165.2,WP_000778044.1,GCF_003697165.2__WP_000778044.1,EAS44_RS09265,napA,gene-EAS44_RS09265,mapped
GCF_003697165.2,GCF_003697165.2,WP_000778146.1,GCF_003697165.2__WP_000778146.1,EAS44_RS12830,ynfD,gene-EAS44_RS12830,mapped
GCF_003697165.2,GCF_003697165.2,WP_000778796.1,GCF_003697165.2__WP_000778796.1,EAS44_RS02140,panM,gene-EAS44_RS02140,mapped
GCF_003697165.2,GCF_003697165.2,WP_000779084.1,GCF_003697165.2__WP_000779084.1,EAS44_RS09110,glpQ,gene-EAS44_RS09110,mapped
GCF_003697165.2,GCF_003697165.2,WP_000779291.1,GCF_003697165.2__WP_000779291.1,EAS44_RS06940,EAS44_RS06940,gene-EAS44_RS06940,mapped
GCF_003697165.2,GCF_003697165.2,WP_000779409.1,GCF_003697165.2__WP_000779409.1,EAS44_RS00990,nlpA,gene-EAS44_RS00990,mapped
GCF_003697165.2,GCF_003697165.2,WP_000779629.1,GCF_003697165.2__WP_000779629.1,EAS44_RS04535,lptF,gene-EAS44_RS04535,mapped
GCF_003697165.2,GCF_003697165.2,WP_000779792.1,GCF_003697165.2__WP_000779792.1,EAS44_RS01370,yibF,gene-EAS44_RS01370,mapped
GCF_003697165.2,GCF_003697165.2,WP_000779831.1,GCF_003697165.2__WP_000779831.1,EAS44_RS18410,ybaY,gene-EAS44_RS18410,mapped
GCF_003697165.2,GCF_003697165.2,WP_000780338.1,GCF_003697165.2__WP_000780338.1,EAS44_RS18425,glnK,gene-EAS44_RS18425,mapped
GCF_003697165.2,GCF_003697165.2,WP_000780912.1,GCF_003697165.2__WP_000780912.1,EAS44_RS15640,grxB,gene-EAS44_RS15640,mapped
GCF_003697165.2,GCF_003697165.2,WP_000781042.1,GCF_003697165.2__WP_000781042.1,EAS44_RS20620,thrC,gene-EAS44_RS20620,mapped
GCF_003697165.2,GCF_003697165.2,WP_000781370.1,GCF_003697165.2__WP_000781370.1,EAS44_RS13190,yddM,gene-EAS44_RS13190,mapped
GCF_003697165.2,GCF_003697165.2,WP_000781887.1,GCF_003697165.2__WP_000781887.1,EAS44_RS11935,nudG,gene-EAS44_RS11935,mapped
GCF_003697165.2,GCF_003697165.2,WP_000783132.1,GCF_003697165.2__WP_000783132.1,EAS44_RS09655,yehW,gene-EAS44_RS09655,mapped
GCF_003697165.2,GCF_003697165.2,WP_000783734.1,GCF_003697165.2__WP_000783734.1,EAS44_RS08425,EAS44_RS08425,gene-EAS44_RS08425,mapped
GCF_003697165.2,GCF_003697165.2,WP_000784341.1,GCF_003697165.2__WP_000784341.1,EAS44_RS17125,ybgS,gene-EAS44_RS17125,mapped
GCF_003697165.2,GCF_003697165.2,WP_000784410.1,GCF_003697165.2__WP_000784410.1,EAS44_RS20005,yacH,gene-EAS44_RS20005,mapped
GCF_003697165.2,GCF_003697165.2,WP_000784540.1,GCF_003697165.2__WP_000784540.1,EAS44_RS10790,fyuA,gene-EAS44_RS10790,mapped
GCF_003697165.2,GCF_003697165.2,WP_000784839.1,GCF_003697165.2__WP_000784839.1,EAS44_RS01760,ccp,gene-EAS44_RS01760,mapped
GCF_003697165.2,GCF_003697165.2,WP_000785121.1,GCF_003697165.2__WP_000785121.1,EAS44_RS20185,murE,gene-EAS44_RS20185,mapped
GCF_003697165.2,GCF_003697165.2,WP_000785328.1,GCF_003697165.2__WP_000785328.1,EAS44_RS06995,EAS44_RS06995,gene-EAS44_RS06995,mapped
GCF_003697165.2,GCF_003697165.2,WP_000785531.1,GCF_003697165.2__WP_000785531.1,EAS44_RS08495,EAS44_RS08495,gene-EAS44_RS08495,mapped
GCF_003697165.2,GCF_003697165.2,WP_000785599.1,GCF_003697165.2__WP_000785599.1,EAS44_RS24700,ilvA,gene-EAS44_RS24700,mapped
GCF_003697165.2,GCF_003697165.2,WP_000785725.1,GCF_003697165.2__WP_000785725.1,EAS44_RS03900,yqjE,gene-EAS44_RS03900,mapped
GCF_003697165.2,GCF_003697165.2,WP_000785834.1,GCF_003697165.2__WP_000785834.1,EAS44_RS17290,gltA,gene-EAS44_RS17290,mapped
GCF_003697165.2,GCF_003697165.2,WP_000785931.1,GCF_003697165.2__WP_000785931.1,EAS44_RS08180,alaC,gene-EAS44_RS08180,mapped
GCF_003697165.2,GCF_003697165.2,WP_000786320.1,GCF_003697165.2__WP_000786320.1,EAS44_RS17945,pheP,gene-EAS44_RS17945,mapped
GCF_003697165.2,GCF_003697165.2,WP_000786399.1,GCF_003697165.2__WP_000786399.1,EAS44_RS21555,holC,gene-EAS44_RS21555,mapped
GCF_003697165.2,GCF_003697165.2,WP_000786536.1,GCF_003697165.2__WP_000786536.1,EAS44_RS09175,atoB,gene-EAS44_RS09175,mapped
GCF_003697165.2,GCF_003697165.2,WP_000786915.1,GCF_003697165.2__WP_000786915.1,EAS44_RS05100,trmB,gene-EAS44_RS05100,mapped
GCF_003697165.2,GCF_003697165.2,WP_000787056.1,GCF_003697165.2__WP_000787056.1,EAS44_RS03200,EAS44_RS03200,gene-EAS44_RS03200,mapped
GCF_003697165.2,GCF_003697165.2,WP_000787103.1,GCF_003697165.2__WP_000787103.1,EAS44_RS20420,caiT,gene-EAS44_RS20420,mapped
GCF_003697165.2,GCF_003697165.2,WP_000788872.1,GCF_003697165.2__WP_000788872.1,EAS44_RS15150,EAS44_RS15150,gene-EAS44_RS15150,mapped
GCF_003697165.2,GCF_003697165.2,WP_000789507.1,GCF_003697165.2__WP_000789507.1,EAS44_RS08895,nuoF,gene-EAS44_RS08895,mapped
GCF_003697165.2,GCF_003697165.2,WP_000789579.1,GCF_003697165.2__WP_000789579.1,EAS44_RS22915,gltP,gene-EAS44_RS22915,mapped
GCF_003697165.2,GCF_003697165.2,WP_000789981.1,GCF_003697165.2__WP_000789981.1,EAS44_RS23255,pgi,gene-EAS44_RS23255,mapped
GCF_003697165.2,GCF_003697165.2,WP_000790169.1,GCF_003697165.2__WP_000790169.1,EAS44_RS07345,lepA,gene-EAS44_RS07345,mapped
GCF_003697165.2,GCF_003697165.2,WP_000790446.1,GCF_003697165.2__WP_000790446.1,EAS44_RS04910,pgtB,gene-EAS44_RS04910,mapped
GCF_003697165.2,GCF_003697165.2,WP_000790504.1,GCF_003697165.2__WP_000790504.1,EAS44_RS11090,yedF,gene-EAS44_RS11090,mapped
GCF_003697165.2,GCF_003697165.2,WP_000790583.1,GCF_003697165.2__WP_000790583.1,EAS44_RS21130,fimB,gene-EAS44_RS21130,mapped
GCF_003697165.2,GCF_003697165.2,WP_000792544.1,GCF_003697165.2__WP_000792544.1,EAS44_RS04850,ireA,gene-EAS44_RS04850,mapped
GCF_003697165.2,GCF_003697165.2,WP_000792973.1,GCF_003697165.2__WP_000792973.1,EAS44_RS18765,iraP,gene-EAS44_RS18765,mapped
GCF_003697165.2,GCF_003697165.2,WP_000795578.1,GCF_003697165.2__WP_000795578.1,EAS44_RS12280,ydiM,gene-EAS44_RS12280,mapped
GCF_003697165.2,GCF_003697165.2,WP_000795632.1,GCF_003697165.2__WP_000795632.1,EAS44_RS11290,motB,gene-EAS44_RS11290,mapped
GCF_003697165.2,GCF_003697165.2,WP_000796344.1,GCF_003697165.2__WP_000796344.1,EAS44_RS23845,fpr,gene-EAS44_RS23845,mapped
GCF_003697165.2,GCF_003697165.2,WP_000796460.1,GCF_003697165.2__WP_000796460.1,EAS44_RS20170,murD,gene-EAS44_RS20170,mapped
GCF_003697165.2,GCF_003697165.2,WP_000797555.1,GCF_003697165.2__WP_000797555.1,EAS44_RS11210,tyrP,gene-EAS44_RS11210,mapped
GCF_003697165.2,GCF_003697165.2,WP_000797657.1,GCF_003697165.2__WP_000797657.1,EAS44_RS22715,pmrR,gene-EAS44_RS22715,mapped
GCF_003697165.2,GCF_003697165.2,WP_000798070.1,GCF_003697165.2__WP_000798070.1,EAS44_RS25710,hyxB,gene-EAS44_RS25710,mapped
GCF_003697165.2,GCF_003697165.2,WP_000798120.1,GCF_003697165.2__WP_000798120.1,EAS44_RS11865,ydjJ,gene-EAS44_RS11865,mapped
GCF_003697165.2,GCF_003697165.2,WP_000798871.1,GCF_003697165.2__WP_000798871.1,EAS44_RS17325,ybgI,gene-EAS44_RS17325,mapped
GCF_003697165.2,GCF_003697165.2,WP_000799375.1,GCF_003697165.2__WP_000799375.1,EAS44_RS12965,marR,gene-EAS44_RS12965,mapped
GCF_003697165.2,GCF_003697165.2,WP_000799401.1,GCF_003697165.2__WP_000799401.1,EAS44_RS15335,potB,gene-EAS44_RS15335,mapped
GCF_003697165.2,GCF_003697165.2,WP_000799889.1,GCF_003697165.2__WP_000799889.1,EAS44_RS24515,lptM,gene-EAS44_RS24515,mapped
GCF_003697165.2,GCF_003697165.2,WP_000799911.1,GCF_003697165.2__WP_000799911.1,EAS44_RS20870,dnaC,gene-EAS44_RS20870,mapped
GCF_003697165.2,GCF_003697165.2,WP_000799949.1,GCF_003697165.2__WP_000799949.1,EAS44_RS02260,asd,gene-EAS44_RS02260,mapped
GCF_003697165.2,GCF_003697165.2,WP_000800132.1,GCF_003697165.2__WP_000800132.1,EAS44_RS15400,bhsA,gene-EAS44_RS15400,mapped
GCF_003697165.2,GCF_003697165.2,WP_000800457.1,GCF_003697165.2__WP_000800457.1,EAS44_RS20345,surA,gene-EAS44_RS20345,mapped
GCF_003697165.2,GCF_003697165.2,WP_000800517.1,GCF_003697165.2__WP_000800517.1,EAS44_RS11485,kdgA,gene-EAS44_RS11485,mapped
GCF_003697165.2,GCF_003697165.2,WP_000801125.1,GCF_003697165.2__WP_000801125.1,EAS44_RS18595,nusB,gene-EAS44_RS18595,mapped
GCF_003697165.2,GCF_003697165.2,WP_000801795.1,GCF_003697165.2__WP_000801795.1,EAS44_RS18295,aes,gene-EAS44_RS18295,mapped
GCF_003697165.2,GCF_003697165.2,WP_000802080.1,GCF_003697165.2__WP_000802080.1,EAS44_RS03625,nlpI,gene-EAS44_RS03625,mapped
GCF_003697165.2,GCF_003697165.2,WP_000802217.1,GCF_003697165.2__WP_000802217.1,EAS44_RS23865,yiiQ,gene-EAS44_RS23865,mapped
GCF_003697165.2,GCF_003697165.2,WP_000802518.1,GCF_003697165.2__WP_000802518.1,EAS44_RS03235,mreC,gene-EAS44_RS03235,mapped
GCF_003697165.2,GCF_003697165.2,WP_000803537.1,GCF_003697165.2__WP_000803537.1,EAS44_RS12955,marB,gene-EAS44_RS12955,mapped
GCF_003697165.2,GCF_003697165.2,WP_000803580.1,GCF_003697165.2__WP_000803580.1,EAS44_RS02170,ugpB,gene-EAS44_RS02170,mapped
GCF_003697165.2,GCF_003697165.2,WP_000803800.1,GCF_003697165.2__WP_000803800.1,EAS44_RS02155,livM,gene-EAS44_RS02155,mapped
GCF_003697165.2,GCF_003697165.2,WP_000803998.1,GCF_003697165.2__WP_000803998.1,EAS44_RS19170,ykgM,gene-EAS44_RS19170,mapped
GCF_003697165.2,GCF_003697165.2,WP_000804424.1,GCF_003697165.2__WP_000804424.1,EAS44_RS13240,yddE,gene-EAS44_RS13240,mapped
GCF_003697165.2,GCF_003697165.2,WP_000804544.1,GCF_003697165.2__WP_000804544.1,EAS44_RS06460,srlR,gene-EAS44_RS06460,mapped
GCF_003697165.2,GCF_003697165.2,WP_000804726.1,GCF_003697165.2__WP_000804726.1,EAS44_RS14605,prfA,gene-EAS44_RS14605,mapped
GCF_003697165.2,GCF_003697165.2,WP_000804955.1,GCF_003697165.2__WP_000804955.1,EAS44_RS04075,ttdT,gene-EAS44_RS04075,mapped
GCF_003697165.2,GCF_003697165.2,WP_000805027.1,GCF_003697165.2__WP_000805027.1,EAS44_RS01555,ghrB,gene-EAS44_RS01555,mapped
